text,regex
O291--LFH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G702--CIJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D369--RHR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H487--DKD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S751--ZUE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B361--MAT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J324--LZV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E720--JVD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O252--NAM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M266--JOY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D495--YFV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C016--GYG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R005--RDP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D087--LNL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X905--ENP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I528--NDO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z378--IMY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q192--HEG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U017--YCJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H822--ITK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V785--GWK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U260--RDJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P697--VUL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X159--AHG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M866--XRA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z352--NXF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y401--JYZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A066--LVZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z260--JCD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R954--XCY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U949--XSE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E283--GID,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M469--JMU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P038--CTC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y967--FUY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A940--IRX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N377--QRC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O461--KSN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R986--PBZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L538--TXF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B158--BPM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R396--LIU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I312--LVT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G631--WTT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L975--HTL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F918--RTB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A640--TEP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I212--IBB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F918--HKN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q964--DYN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O667--UCL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J670--SVB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T790--UOZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X231--GBJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X808--BKN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z820--YYA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P259--EDR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R778--ECD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D485--JJG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M027--FDF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E294--DRD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y433--OUS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I607--MQW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G373--UXH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D679--WEO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z338--BRC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H267--KUY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B561--GYM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S929--CNE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I090--ZSF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q552--FOH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U439--ZYW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D122--MDA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D219--WXF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C970--VZX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V202--QSV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z401--MEJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J050--DVO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L971--VMZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J241--FFP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N779--MFX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y596--YHI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X309--FZY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H728--ICP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B407--ZBV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M527--CZQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F772--WXQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R531--DLQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U045--JRB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L763--BIL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W523--TNW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H955--IWS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D581--XED,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O580--SRW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E427--ROX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O475--QJE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H726--XWC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C845--PHN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H337--ICN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I771--HFD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P627--VUN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q226--QBF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P689--BLS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y247--DOF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X761--EAW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B632--GSC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R857--ADN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N259--DHQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W356--SIO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A652--TES,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C846--VBD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S379--TXB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M003--BLS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S144--TIR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D965--KZL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W980--DUM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W103--PAA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T823--RPR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U179--GEE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A414--YUP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O126--LQT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z496--PZH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N344--BRJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V807--BNC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I208--EPZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L332--GEX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N032--NTO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L759--YCO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q901--ADX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M071--YQZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F089--SCH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C680--PZL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G106--LWX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J241--DUW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y278--OXX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R155--QBW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y889--CDU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H801--LFL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H554--DQW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F356--PEX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z711--RBV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y505--PFD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C596--UAX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G519--MLR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N390--WWR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N546--JME,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L927--RZU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C961--JZB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S422--BNF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N572--IWV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I707--GUC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X511--XXO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H729--YBX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O877--VQH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J266--LUX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E127--SVC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K830--QZE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R210--AVO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R122--PJV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X931--JHK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P447--QDO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C402--JOK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O850--ZCG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R612--YUX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A150--ILV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N053--OLK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L961--DMC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U745--QGJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H316--HYZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O377--KMJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X379--IVJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I222--XDN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H747--RTA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H476--LZV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X052--POE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I743--WPO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W203--ZKW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X443--GEG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D413--ZKW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q247--URW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M505--AOL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W999--KYL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T087--LAM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G064--TAI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S727--XCU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B378--QCJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T180--BLM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B265--IHQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M216--TQO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D085--TFH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U260--BLH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K265--JKS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T346--ITU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B817--YJE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I518--RUL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R288--NBP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X186--KJF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G481--KSK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S961--AGC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V935--WSA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V808--MUT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C419--BCJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D831--GVJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T185--PBW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N562--AFR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I895--HAT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I074--REK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B648--GJA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H215--WJR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I719--XCJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V321--ANI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H878--PMA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V737--LTA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P195--FPG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F052--UEW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P767--DDC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y354--NDW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M291--XDD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T949--XJH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N031--FFN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q021--ZYV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H458--BHK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F478--EFP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O654--CCO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O980--IJB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y320--QGS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J197--FDN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M266--ZGV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T661--ZVP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F323--IJI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X803--MXD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G205--SBZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A624--FEI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C084--INX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G365--KIP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U594--OAK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X701--KBF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M426--NKD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P729--AMC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E080--XAQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N913--MJB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V521--QPJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W797--BAV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B329--HOU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X370--MNE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S720--VQL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V949--HMH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U594--VJZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A619--DUU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D832--NDK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U800--AEZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R027--MYA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D613--DMZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P795--CAQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J710--PUX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U751--DDL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V207--TUA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J037--AIQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K346--PUH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z969--STV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q772--VGS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q583--XHA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P723--ARO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A944--RYY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A581--EWZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H603--EEF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R885--ONW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G428--HRM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C345--WOX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G637--PXD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F415--WXU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T153--CJD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F157--GXS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B709--XTX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M004--GKW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V099--LJN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K676--EUF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A023--FYT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I959--CNN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S332--FKZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F524--IMD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y558--TSK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F982--IKU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M271--JAE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y701--MIO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U957--PCS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O647--GBR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X454--PWO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G870--QSA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I884--WBK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K596--KMY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U581--CKO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C396--SCE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B045--FFD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P631--KJC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F830--KQT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X472--TZR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A463--YMV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M868--OFF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B775--FEU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K692--WSC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A973--DFQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C145--AIJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H890--WWY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I906--QKF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B350--NOI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I337--DMR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G931--VQK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M925--TAJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
